Date,resid
2008-03-20,-0.10913615162112077
2008-03-24,-0.11143191069721843
2008-03-25,-0.11421236672664296
2008-03-26,-0.11759075464540526
2008-03-27,-0.1203906217907892
2008-03-28,-0.12400535962310444
2008-03-31,-0.12769469080437143
2008-04-01,-0.1300442712865144
2008-04-02,-0.13175473147744798
2008-04-03,-0.1334615084808528
2008-04-04,-0.13638873578299435
2008-04-07,-0.13862368803225608
2008-04-08,-0.14071463810027482
2008-04-09,-0.14351114246800015
2008-04-10,-0.14549864134781756
2008-04-11,-0.14810683396342345
2008-04-14,-0.15026454400933653
2008-04-15,-0.1514469262702635
2008-04-16,-0.15153668847568036
2008-04-17,-0.15155885791182017
2008-04-18,-0.15185924366993464
2008-04-21,-0.15200905111768395
2008-04-22,-0.1524370117698829
2008-04-23,-0.152322655200904
2008-04-24,-0.15118282014655468
2008-04-25,-0.14983974553651833
2008-04-28,-0.14889720873750814
2008-04-29,-0.14788525749211703
2008-04-30,-0.14778899435966708
2008-05-01,-0.1470110417992495
2008-05-02,-0.14540023603379773
2008-05-05,-0.14364942336734185
2008-05-06,-0.1413318471980292
2008-05-07,-0.13983771010237875
2008-05-08,-0.13914140125404442
2008-05-09,-0.13830842236190757
2008-05-12,-0.1373047285589747
2008-05-13,-0.13519078799733575
2008-05-14,-0.13307720854401736
2008-05-15,-0.13181065609181325
2008-05-16,-0.1301750885574586
2008-05-19,-0.1288085202573012
2008-05-20,-0.1279801616280605
2008-05-21,-0.12680917807439232
2008-05-22,-0.12454925379224766
2008-05-23,-0.12300048044488722
2008-05-27,-0.12101623882271957
2008-05-28,-0.11827947380797606
2008-05-29,-0.11469155990966509
2008-05-30,-0.11123279461544767
2008-06-02,-0.10873346186216762
2008-06-03,-0.10697568588521014
2008-06-04,-0.10447583861904168
2008-06-05,-0.10159046164233036
2008-06-06,-0.1000037856982843
2008-06-09,-0.09741528599833024
2008-06-10,-0.09403132284942564
2008-06-11,-0.09084081580021929
2008-06-12,-0.08630355590811291
2008-06-13,-0.08119028658632849
2008-06-16,-0.07600583924767311
2008-06-17,-0.07157705246480175
2008-06-18,-0.06756604438055666
2008-06-19,-0.06284020601550139
2008-06-20,-0.05850021746379057
2008-06-23,-0.05414045035332559
2008-06-24,-0.05746847804461978
2008-06-25,-0.05341251228952311
2008-06-26,-0.049833855759300126
2008-06-27,-0.04666855258882411
2008-06-30,-0.04350300493909069
